Tissue,Sample,Gene_A,Gene_B
SARC,TCGA-DX-A6YS-01A,CTNNA1,C5orf32
SARC,TCGA-DX-A6YS-01A,DEM1,MTF1
SARC,TCGA-DX-A6YS-01A,GRB10,SCMH1
SARC,TCGA-DX-A6YS-01A,MBNL2,MADD
SARC,TCGA-DX-A6YS-01A,STX5,TAF6L
SARC,TCGA-DX-A6YT-01A,ACOT2,ZNF320
SARC,TCGA-DX-A6YT-01A,STXBP6,ZNF410
SARC,TCGA-DX-A6YT-01A,UTP6,SLC13A5
SARC,TCGA-DX-A6YU-01A,MAN2A1,HTR4
SARC,TCGA-DX-A6YV-01A,ANKRD36,UGGT1
SARC,TCGA-DX-A6YV-01A,C19orf2,RHPN2
SARC,TCGA-DX-A6YV-01A,GLI2,SPOP
SARC,TCGA-DX-A6YV-01A,PHC2,MFSD11
SARC,TCGA-DX-A6YX-01A,ASAP1,TRAPPC9
SARC,TCGA-DX-A6YX-01A,BOP1,NECAB1
SARC,TCGA-DX-A6YX-01A,ZFHX4,TRAM1
SARC,TCGA-DX-A6YZ-01A,LLGL1,TLN2
SARC,TCGA-DX-A6YZ-01A,SEC23B,NAPB
SARC,TCGA-DX-A6YZ-01A,TNRC6B,SEMA6D
SARC,TCGA-DX-A6YZ-01A,USP8,TSPAN3
SARC,TCGA-DX-A6Z0-01A,ABL1,PTPRN2
SARC,TCGA-DX-A6Z0-01A,ARMC2,RTN4IP1
SARC,TCGA-DX-A6Z0-01A,LMBR1,UBE3C
SARC,TCGA-DX-A6Z0-01A,PTPRS,ZNF627
SARC,TCGA-DX-A6Z0-01A,STX6,SMYD3
SARC,TCGA-DX-A6Z0-01A,TMEM135,HK1
SARC,TCGA-DX-A6Z0-01A,TSPAN18,TEX13B
SARC,TCGA-DX-A6Z0-01A,UBE3C,PTPRN2
SARC,TCGA-DX-A6Z2-01A,TBC1D2B,INTS4
SARC,TCGA-DX-A7EF-01A,CEP72,CDH9
SARC,TCGA-DX-A7EF-01A,PRMT7,EXOC4
SARC,TCGA-DX-A7EF-01A,TRIO,TERT
SARC,TCGA-DX-A7EI-01A,ACSS3,CYP39A1
SARC,TCGA-DX-A7EI-01A,ACSS3,STAU2
SARC,TCGA-DX-A7EI-01A,ADAMTS20,C12orf28
SARC,TCGA-DX-A7EI-01A,ARFGEF1,SHC1
SARC,TCGA-DX-A7EI-01A,CYP39A1,VPS33A
SARC,TCGA-DX-A7EI-01A,DISC1,MDM1
SARC,TCGA-DX-A7EI-01A,FBXL7,CDH10
SARC,TCGA-DX-A7EI-01A,FRS2,ACSS3
SARC,TCGA-DX-A7EI-01A,FRS2,PARP1
SARC,TCGA-DX-A7EI-01A,FRS2,TBK1
SARC,TCGA-DX-A7EI-01A,GATAD2B,ACSS3
SARC,TCGA-DX-A7EI-01A,GRAMD1A,RAB3IP
SARC,TCGA-DX-A7EI-01A,HDAC7,ACSS3
SARC,TCGA-DX-A7EI-01A,IRX2,C5orf38
SARC,TCGA-DX-A7EI-01A,KIF5A,NAV3
SARC,TCGA-DX-A7EI-01A,LGR5,PPFIA2
SARC,TCGA-DX-A7EI-01A,LSM14A,TMTC2
SARC,TCGA-DX-A7EI-01A,MEF2D,CD55
SARC,TCGA-DX-A7EI-01A,MOSC1,VPS33A
SARC,TCGA-DX-A7EI-01A,NR2C1,BCL7A
SARC,TCGA-DX-A7EI-01A,PAWR,MOSC1
SARC,TCGA-DX-A7EI-01A,PPHLN1,KIAA0355
SARC,TCGA-DX-A7EI-01A,PRICKLE1,LRIG3
SARC,TCGA-DX-A7EI-01A,PRICKLE1,RP11-511B23.3
SARC,TCGA-DX-A7EI-01A,RAB3IP,CTD-2021H9.3
SARC,TCGA-DX-A7EI-01A,SLC16A7,ACSS3
SARC,TCGA-DX-A7EI-01A,SLC38A2,RAB3IP
SARC,TCGA-DX-A7EI-01A,TRIP13,GPATCH2
SARC,TCGA-DX-A7EM-01A,ACTA2,COL6A1
SARC,TCGA-DX-A7EM-01A,DNAJC7,AC005726.6
SARC,TCGA-DX-A7EN-01A,PHIP,MYO6
SARC,TCGA-DX-A7EN-01A,ZC3H3,TRAPPC9
SARC,TCGA-DX-A7ES-01A,CAND1,IL22
SARC,TCGA-DX-A7ES-01A,DOT1L,RP11-362K2.2
SARC,TCGA-DX-A7ES-01A,PSMB7,NR6A1
SARC,TCGA-DX-A7ET-01A,KIF16B,MLIP
SARC,TCGA-DX-A7EU-01A,ARRB1,LY9
SARC,TCGA-DX-A7EU-01A,CHD8,TG
SARC,TCGA-DX-A7EU-01A,CPS1,SGOL2
SARC,TCGA-DX-A7EU-01A,DPP3,FAM163A
SARC,TCGA-DX-A7EU-01A,DVL1,PLCH2
SARC,TCGA-DX-A7EU-01A,DYNC2LI1,KCNN3
SARC,TCGA-DX-A7EU-01A,GOLGA4,FAM135B
SARC,TCGA-DX-A7EU-01A,KIFAP3,BRP44
SARC,TCGA-DX-A7EU-01A,PPM1G,KATNA1
SARC,TCGA-DX-A7EU-01A,SEC24A,CDH18
SARC,TCGA-DX-A7EU-01A,SKI,CAPZB
SARC,TCGA-DX-A7EU-01A,SPON1,SBF2
SARC,TCGA-DX-A7EU-01A,TSEN2,ATG7
SARC,TCGA-DX-A8BG-01A,AATF,AP2B1
SARC,TCGA-DX-A8BG-01A,ATG2B,TDRD9
SARC,TCGA-DX-A8BG-01A,C17orf101,AC091172.1
SARC,TCGA-DX-A8BG-01A,CSNK1D,ALDH3A2
SARC,TCGA-DX-A8BG-01A,DYM,CCDC11
SARC,TCGA-DX-A8BG-01A,FER,COMMD10
SARC,TCGA-DX-A8BG-01A,PDGFA,GET4
SARC,TCGA-DX-A8BG-01A,STAT1,SUMO1
SARC,TCGA-DX-A8BG-01A,UBE2R2,KIAA1797
SARC,TCGA-DX-A8BH-01A,DLG1,FAIM
SARC,TCGA-DX-A8BH-01A,MFSD1,CLDN11
SARC,TCGA-DX-A8BH-01A,MFSD1,SPTSSB
SARC,TCGA-DX-A8BH-01A,ZCCHC7,UNC13B
SARC,TCGA-DX-A8BJ-01A,CDK13,ADCY1
SARC,TCGA-DX-A8BJ-01A,PALLD,ANXA10
SARC,TCGA-DX-A8BJ-01A,ZNF16,PLEKHA4
SARC,TCGA-DX-A8BK-01A,ATRX,EFCAB4B
SARC,TCGA-DX-A8BK-01A,C19orf2,CHD4
SARC,TCGA-DX-A8BK-01A,CTNS,OLFM2
SARC,TCGA-DX-A8BK-01A,MTUS2,SIRT7
SARC,TCGA-DX-A8BK-01A,PDZD4,MTCP1NB
SARC,TCGA-DX-A8BK-01A,SLC20A1,ARRDC5
SARC,TCGA-DX-A8BL-01A,CCDC50,LSAMP
SARC,TCGA-DX-A8BL-01A,COPE,TMED1
SARC,TCGA-DX-A8BL-01A,GATAD2A,C19orf50
SARC,TCGA-DX-A8BL-01A,HAUS8,QTRT1
SARC,TCGA-DX-A8BL-01A,MAP4,RBM42
SARC,TCGA-DX-A8BL-01A,NFIC,UNC13A
SARC,TCGA-DX-A8BL-01A,SUGP1,TMEM221
SARC,TCGA-DX-A8BL-01A,TIMM44,MPND
SARC,TCGA-DX-A8BL-01A,TMEM161A,TIMM44
SARC,TCGA-DX-A8BL-01A,UNK,ITGB4
SARC,TCGA-DX-A8BL-01A,ZNF226,EIF3K
SARC,TCGA-DX-A8BM-01A,AC012100.1,FAM81A
SARC,TCGA-DX-A8BM-01A,ATP1B2,SLC37A3
SARC,TCGA-DX-A8BM-01A,ITGA11,ADAMTSL3
SARC,TCGA-DX-A8BM-01A,MREG,DNAH2
SARC,TCGA-DX-A8BM-01A,NIPBL,SPEF2
SARC,TCGA-DX-A8BM-01A,PTPN9,SLC12A1
SARC,TCGA-DX-A8BM-01A,RASAL2,RHBDF1
SARC,TCGA-DX-A8BM-01A,10-Sep,LRCH1
SARC,TCGA-DX-A8BM-01A,TUBGCP2,SORBS1
SARC,TCGA-DX-A8BM-01A,ZNF511,PPAPDC1A
SARC,TCGA-DX-A8BM-01A,ZNF551,AATF
SARC,TCGA-DX-A8BM-01A,ZNF586,AATF
SARC,TCGA-DX-A8BN-01A,CEP89,CEACAM1
SARC,TCGA-DX-A8BN-01A,IL4R,ACMSD
SARC,TCGA-DX-A8BN-01A,KIAA0355,SLC7A9
SARC,TCGA-DX-A8BO-01A,FLCN,COPS3
SARC,TCGA-DX-A8BP-01A,RPL8,SLC1A3
SARC,TCGA-DX-A8BR-01A,AGAP3,EXOSC9
SARC,TCGA-DX-A8BR-01A,CCDC14,C14orf164
SARC,TCGA-DX-A8BR-01A,EEFSEC,CD96
SARC,TCGA-DX-A8BR-01A,FNIP2,EXOC4
SARC,TCGA-DX-A8BR-01A,NUP205,GIMAP8
SARC,TCGA-DX-A8BR-01A,OSBPL3,ABP1
SARC,TCGA-DX-A8BR-01A,SGSM3,PPP6R2
SARC,TCGA-DX-A8BR-01A,SULF2,PEX5L
SARC,TCGA-DX-A8BS-01A,C11orf9,STX5
SARC,TCGA-DX-A8BS-01A,CBFA2T2,BCL2L1
SARC,TCGA-DX-A8BS-01A,CCDC91,TRDN
SARC,TCGA-DX-A8BS-01A,DLG1,CBFA2T2
SARC,TCGA-DX-A8BS-01A,EFHA1,CECR5
SARC,TCGA-DX-A8BS-01A,OSBPL3,SLC2A1
SARC,TCGA-DX-A8BS-01A,SLC25A25,ADAMTSL3
SARC,TCGA-DX-A8BS-01A,TRPM7,TEPP
SARC,TCGA-DX-A8BS-01A,USP53,NAA16
SARC,TCGA-DX-A8BS-01A,WDR90,ESYT3
SARC,TCGA-DX-A8BT-01A,BRMS1L,NPAS3
SARC,TCGA-DX-A8BT-01A,DOCK1,STK32C
SARC,TCGA-DX-A8BT-01A,IDH3A,DHX32
SARC,TCGA-DX-A8BU-01A,AFF1,GPRIN3
SARC,TCGA-DX-A8BU-01A,ATAD1,C10orf11
SARC,TCGA-DX-A8BU-01A,GMDS,EXOC2
SARC,TCGA-DX-A8BU-01A,KIF13A,UBE2K
SARC,TCGA-DX-A8BU-01A,LDLRAD3,DEPDC7
SARC,TCGA-DX-A8BU-01A,NFKB1,BANK1
SARC,TCGA-DX-A8BU-01A,PDLIM5,C4orf37
SARC,TCGA-DX-A8BU-01A,RPSAP58,ZNF793
SARC,TCGA-DX-A8BU-01A,SAE1,HAS1
SARC,TCGA-DX-A8BU-01A,SLC35A1,LRRFIP1
SARC,TCGA-DX-A8BU-01A,SVIL,STAM
SARC,TCGA-DX-A8BU-01A,TEAD3,ZFAND3
SARC,TCGA-DX-A8BU-01A,TGFBRAP1,DPP10
SARC,TCGA-DX-A8BU-01A,ZNF224,CYP2S1
SARC,TCGA-DX-A8BV-01A,ARID4B,KLHL12
SARC,TCGA-DX-A8BV-01A,CEP170,TSNAX
SARC,TCGA-DX-A8BV-01A,DCLK1,CLDN10
SARC,TCGA-DX-A8BV-01A,KDM5B,PPP1R12B
SARC,TCGA-DX-A8BV-01A,MRRF,NR4A1
SARC,TCGA-DX-A8BV-01A,TLR4,SLC31A1
SARC,TCGA-DX-A8BX-01A,CAB39,RHBDD1
SARC,TCGA-DX-A8BX-01A,TRIP12,ITM2C
SARC,TCGA-DX-A8BX-01A,ZFPM2,SLC27A2
SARC,TCGA-DX-A8BZ-01A,DIAPH2,PLAC1
SARC,TCGA-DX-AATS-01A,ACSF3,ZNF483
SARC,TCGA-DX-AATS-01A,BCL10,DPYD
SARC,TCGA-DX-AATS-01A,CPS1,PLEKHM3
SARC,TCGA-DX-AATS-01A,DLG1,WDR60
SARC,TCGA-DX-AATS-01A,DYM,OAS3
SARC,TCGA-DX-AATS-01A,FAM120A,SUSD1
SARC,TCGA-DX-AATS-01A,HSPB8,C9orf80
SARC,TCGA-DX-AATS-01A,KDM4A,FAF1
SARC,TCGA-DX-AATS-01A,NEO1,BBS4
SARC,TCGA-DX-AATS-01A,NFYC,FAF1
SARC,TCGA-DX-AATS-01A,SENP6,BAI3
SARC,TCGA-DX-AATS-01A,SS18,ZNF521
SARC,TCGA-DX-AATS-01A,ST7,CNTNAP2
SARC,TCGA-DX-AATS-01A,UBR2,CDKAL1
SARC,TCGA-DX-AATS-01A,WDFY1,KIAA1486
SARC,TCGA-DX-AATS-01A,ZNF664,SH3BP4
SARC,TCGA-DX-AB2E-01A,ANGPT1,TNFRSF11B
SARC,TCGA-DX-AB2E-01A,KIAA1432,KDM4C
SARC,TCGA-DX-AB2E-01A,MLLT3,BNC2
SARC,TCGA-DX-AB2E-01A,MMP13,SUPT16H
SARC,TCGA-DX-AB2E-01A,PLEC,JPH1
SARC,TCGA-DX-AB2E-01A,RAPGEF1,REXO4
SARC,TCGA-DX-AB2F-01A,ATP7A,PTPRR
SARC,TCGA-DX-AB2F-01A,C12orf28,CTD-2021H9.3
SARC,TCGA-DX-AB2F-01A,C12orf63,NAV3
SARC,TCGA-DX-AB2F-01A,CDH4,FGF16
SARC,TCGA-DX-AB2F-01A,ELK3,PTPRR
SARC,TCGA-DX-AB2F-01A,ELK3,TSPAN8
SARC,TCGA-DX-AB2F-01A,FNDC3B,FGF12
SARC,TCGA-DX-AB2F-01A,FRS2,C12orf63
SARC,TCGA-DX-AB2F-01A,HIVEP2,C12orf28
SARC,TCGA-DX-AB2F-01A,LEMD3,KCNC2
SARC,TCGA-DX-AB2F-01A,MAN1A1,MAGT1
SARC,TCGA-DX-AB2F-01A,PDE10A,DDX23
SARC,TCGA-DX-AB2F-01A,PTPRR,FAM19A2
SARC,TCGA-DX-AB2F-01A,SAMM50,PIP4K2C
SARC,TCGA-DX-AB2F-01A,UHRF1BP1L,TRHDE
SARC,TCGA-DX-AB2F-01A,ZDHHC14,TSPAN8
SARC,TCGA-DX-AB2G-01A,ATP2B1,GRIP1
SARC,TCGA-DX-AB2G-01A,CDH18,TERT
SARC,TCGA-DX-AB2G-01A,DIP2B,R3HDM2
SARC,TCGA-DX-AB2G-01A,GRIP1,HSD17B6
SARC,TCGA-DX-AB2G-01A,HMGA2,PCBP2
SARC,TCGA-DX-AB2G-01A,LRP1,ATF1
SARC,TCGA-DX-AB2G-01A,LRP1,MCRS1
SARC,TCGA-DX-AB2G-01A,MDM2,DIP2B
SARC,TCGA-DX-AB2G-01A,NTN4,LETMD1
SARC,TCGA-DX-AB2G-01A,PPFIA2,KCNMB4
SARC,TCGA-DX-AB2G-01A,SCN8A,PPFIA2
SARC,TCGA-DX-AB2G-01A,SP1,ATF7
SARC,TCGA-DX-AB2G-01A,SP1,NPFF
SARC,TCGA-DX-AB2G-01A,TRIO,CDH18
SARC,TCGA-DX-AB2H-01A,ADSS,CAPRIN2
SARC,TCGA-DX-AB2H-01A,AGAP1,TRHDE
SARC,TCGA-DX-AB2H-01A,ARHGEF25,CPNE8
SARC,TCGA-DX-AB2H-01A,B3GALNT2,LBR
SARC,TCGA-DX-AB2H-01A,B4GALNT1,TSFM
SARC,TCGA-DX-AB2H-01A,DLG2,XRCC6BP1
SARC,TCGA-DX-AB2H-01A,MSRB3,CNOT2
SARC,TCGA-DX-AB2H-01A,R3HDM2,KIF21A
SARC,TCGA-DX-AB2H-01A,RNH1,COL5A1
SARC,TCGA-DX-AB2H-01A,SCYL3,TSPAN8
SARC,TCGA-DX-AB2H-01A,SDK2,TMTC2
SARC,TCGA-DX-AB2H-01A,THAP2,RAPGEF3
SARC,TCGA-DX-AB2H-01A,THAP2,YEATS4
SARC,TCGA-DX-AB2H-01A,TRHDE,SFSWAP
SARC,TCGA-DX-AB2H-01A,ZNF496,WIF1
SARC,TCGA-DX-AB2O-01A,DPYSL2,FSTL5
SARC,TCGA-DX-AB2O-01A,DPYSL2,HMBOX1
SARC,TCGA-DX-AB2O-01A,FOXJ3,RCOR1
SARC,TCGA-DX-AB2O-01A,GLI2,MARCO
SARC,TCGA-DX-AB2O-01A,GNPTAB,CCDC60
SARC,TCGA-DX-AB2O-01A,HMBOX1,FSTL5
SARC,TCGA-DX-AB2O-01A,INSR,CEP89
SARC,TCGA-DX-AB2O-01A,KCTD8,WDR19
SARC,TCGA-DX-AB2O-01A,KIF5C,GULP1
SARC,TCGA-DX-AB2O-01A,NEDD1,GPHN
SARC,TCGA-DX-AB2O-01A,RPRD1A,CHMP2B
SARC,TCGA-DX-AB2O-01A,SESTD1,FGGY
SARC,TCGA-DX-AB2O-01A,SESTD1,POU1F1
SARC,TCGA-DX-AB2O-01A,STYX,DAD1
SARC,TCGA-DX-AB2O-01A,TAB2,KCNU1
SARC,TCGA-DX-AB2O-01A,TAB2,PAX7
SARC,TCGA-DX-AB2O-01A,TBC1D14,EVC
SARC,TCGA-DX-AB2O-01A,TGFBRAP1,ARHGAP15
SARC,TCGA-DX-AB2O-01A,UBR4,C1QC
SARC,TCGA-DX-AB2O-01A,VPS37A,WDR78
SARC,TCGA-DX-AB2P-01A,C1orf196,PHGDH
SARC,TCGA-DX-AB2P-01A,DAB2,FASTKD3
SARC,TCGA-DX-AB2P-01A,3-Mar,HTR4
SARC,TCGA-DX-AB2P-01A,MYL12A,C18orf42
SARC,TCGA-DX-AB2P-01A,PCCA,DNAJC3
SARC,TCGA-DX-AB2P-01A,SEL1L,FNTB
SARC,TCGA-DX-AB2P-01A,SULF2,WFDC3
SARC,TCGA-DX-AB2Q-01A,AP1G1,MTSS1L
SARC,TCGA-DX-AB2Q-01A,BCAS3,SYTL2
SARC,TCGA-DX-AB2Q-01A,CHD6,MYH7B
SARC,TCGA-DX-AB2Q-01A,CTTN,PPFIA1
SARC,TCGA-DX-AB2Q-01A,DNMBP,RFWD2
SARC,TCGA-DX-AB2Q-01A,MCART1,UBAP2
SARC,TCGA-DX-AB2Q-01A,SOX5,GUCY2C
SARC,TCGA-DX-AB2S-01A,ASH1L,RC3H1
SARC,TCGA-DX-AB2S-01A,DAP3,RPRD2
SARC,TCGA-DX-AB2S-01A,NIT1,C1orf105
SARC,TCGA-DX-AB2S-01A,POC1B,C12orf26
SARC,TCGA-DX-AB2S-01A,TMCC3,TRHDE
SARC,TCGA-DX-AB2S-01A,TSPAN8,IL26
SARC,TCGA-DX-AB2T-01A,AKIRIN2,FAM59A
SARC,TCGA-DX-AB2T-01A,ANKRD18A,ZNF521
SARC,TCGA-DX-AB2T-01A,C18orf25,GABRR2
SARC,TCGA-DX-AB2T-01A,CCNC,MICAL1
SARC,TCGA-DX-AB2T-01A,UGGT2,GPC5
SARC,TCGA-DX-AB2V-01A,ALPL,EIF4G3
SARC,TCGA-DX-AB2V-01A,ARHGEF11,SHC1
SARC,TCGA-DX-AB2V-01A,ATAD2,WDYHV1
SARC,TCGA-DX-AB2V-01A,MAX,ACTN1
SARC,TCGA-DX-AB2V-01A,RGL1,NMNAT2
SARC,TCGA-DX-AB2W-01A,FKBP1A,C20orf61
SARC,TCGA-DX-AB2W-01A,KIF26B,SMYD3
SARC,TCGA-DX-AB2W-01A,NIPBL,L3MBTL4
SARC,TCGA-DX-AB2X-01A,RPL22,PRDM16
SARC,TCGA-DX-AB2X-01A,TRIO,DAP
SARC,TCGA-DX-AB2Z-01A,CTIF,JUB
SARC,TCGA-DX-AB2Z-01A,KIF3B,SCFD2
SARC,TCGA-DX-AB2Z-01A,LPP,KCNIP4
SARC,TCGA-DX-AB2Z-01A,PHLDB1,SPAG9
SARC,TCGA-DX-AB2Z-01A,SPAG1,ANGPT1
SARC,TCGA-DX-AB2Z-01A,USP47,GALNTL4
SARC,TCGA-DX-AB32-01A,ATP2B4,OPTC
SARC,TCGA-DX-AB32-01A,LMAN1,NBEAL1
SARC,TCGA-DX-AB32-01A,MICALL1,DNAL4
SARC,TCGA-DX-AB35-01A,AFF1,WWOX
SARC,TCGA-DX-AB35-01A,C12orf26,PTPRQ
SARC,TCGA-DX-AB35-01A,C20orf94,PLCB1
SARC,TCGA-DX-AB35-01A,DPY19L2,NUP107
SARC,TCGA-DX-AB35-01A,FAM19A2,KRR1
SARC,TCGA-DX-AB35-01A,FRS2,PTPRR
SARC,TCGA-DX-AB35-01A,PTPRR,KCNC2
SARC,TCGA-DX-AB35-01A,SYT1,TBK1
SARC,TCGA-DX-AB35-01A,TBK1,TMBIM4
SARC,TCGA-DX-AB35-01A,TBK1,TMTC2
SARC,TCGA-DX-AB36-01A,ANO5,CPM
SARC,TCGA-DX-AB36-01A,CDK17,USP30
SARC,TCGA-DX-AB36-01A,FGGY,CC2D1B
SARC,TCGA-DX-AB36-01A,MVK,CPM
SARC,TCGA-DX-AB36-01A,NEGR1,ZFYVE9
SARC,TCGA-DX-AB36-01A,OTOGL,TRPV4
SARC,TCGA-DX-AB36-01A,PPP1R12A,C12orf26
SARC,TCGA-DX-AB36-01A,ZDHHC2,FGD6
SARC,TCGA-DX-AB37-01A,CPSF6,C17orf90
SARC,TCGA-DX-AB37-01A,FGD6,PTPRR
SARC,TCGA-DX-AB37-01A,PLXND1,NEK11
SARC,TCGA-DX-AB37-01A,ST7,TBXAS1
SARC,TCGA-DX-AB37-01A,ZBTB20,CPM
SARC,TCGA-DX-AB37-01A,ZC3H18,ADAD2
SARC,TCGA-DX-AB3A-01A,AC040980.1,CYP2J2
SARC,TCGA-DX-AB3A-01A,ACP6,PIAS3
SARC,TCGA-DX-AB3A-01A,CACHD1,USP32
SARC,TCGA-DX-AB3A-01A,COMMD10,NUP107
SARC,TCGA-DX-AB3A-01A,CUEDC1,LRP8
SARC,TCGA-DX-AB3A-01A,DHX40,CEP112
SARC,TCGA-DX-AB3A-01A,GPRIN1,TM2D1
SARC,TCGA-DX-AB3A-01A,GRB10,PIP4K2C
SARC,TCGA-DX-AB3A-01A,MDM2,FGF18
SARC,TCGA-DX-AB3A-01A,NSD1,FGF18
SARC,TCGA-DX-AB3A-01A,OSBPL9,FKBP5
SARC,TCGA-DX-AB3A-01A,PIAS3,BZRAP1
SARC,TCGA-DX-AB3A-01A,RGL1,POU2F1
SARC,TCGA-DX-AB3A-01A,TMEM159,NDUFAB1
SARC,TCGA-DX-AB3A-01A,ZCCHC11,NFIA
SARC,TCGA-FX-A2QS-01A,ABCA9,TANC2
SARC,TCGA-FX-A2QS-01A,ACVR2A,SUMO1
SARC,TCGA-FX-A2QS-01A,ANKH,R3HDM1
SARC,TCGA-FX-A2QS-01A,ANO4,C12orf66
SARC,TCGA-FX-A2QS-01A,B4GALT3,ERO1LB
SARC,TCGA-FX-A2QS-01A,BBX,VSTM1
SARC,TCGA-FX-A2QS-01A,BCL9,BEST3
SARC,TCGA-FX-A2QS-01A,C12orf26,GTPBP10
SARC,TCGA-FX-A2QS-01A,C12orf66,CPM
SARC,TCGA-FX-A2QS-01A,CDK14,EBF1
SARC,TCGA-FX-A2QS-01A,CPSF6,COL9A1
SARC,TCGA-FX-A2QS-01A,DAP,SEMA5A
SARC,TCGA-FX-A2QS-01A,DCAF6,HMCN1
SARC,TCGA-FX-A2QS-01A,DCAF6,YEATS4
SARC,TCGA-FX-A2QS-01A,E2F7,PTPRR
SARC,TCGA-FX-A2QS-01A,ETS1,UBE2V2
SARC,TCGA-FX-A2QS-01A,ETV1,BTBD9
SARC,TCGA-FX-A2QS-01A,FAM70A,FPR2
SARC,TCGA-FX-A2QS-01A,FRS2,TMTC2
SARC,TCGA-FX-A2QS-01A,HMCN1,ZSWIM4
SARC,TCGA-FX-A2QS-01A,JAZF1,EVX1
SARC,TCGA-FX-A2QS-01A,KCNN3,YEATS4
SARC,TCGA-FX-A2QS-01A,MB21D2,CTLA4
SARC,TCGA-FX-A2QS-01A,MDM2,AC079354.1
SARC,TCGA-FX-A2QS-01A,N4BP1,GPATCH2
SARC,TCGA-FX-A2QS-01A,NDUFS2,SLC24A2
SARC,TCGA-FX-A2QS-01A,PPFIA2,OTOGL
SARC,TCGA-FX-A2QS-01A,PTPRR,NAV3
SARC,TCGA-FX-A2QS-01A,RASSF3,STK10
SARC,TCGA-FX-A2QS-01A,RP11-121M22.1,CTNND2
SARC,TCGA-FX-A2QS-01A,SEMA5A,SLC6A19
SARC,TCGA-FX-A2QS-01A,TANC2,ARHGEF12
SARC,TCGA-FX-A2QS-01A,TANC2,ZNF468
SARC,TCGA-FX-A2QS-01A,TMTC2,C12orf28
SARC,TCGA-FX-A2QS-01A,TNS3,ALG13
SARC,TCGA-FX-A2QS-01A,UBXN2B,PHF3
SARC,TCGA-FX-A2QS-01A,VAMP4,C12orf28
SARC,TCGA-FX-A2QS-01A,ZBTB44,FRS2
SARC,TCGA-FX-A2QS-01A,ZNF146,ABCA9
SARC,TCGA-FX-A2QS-01A,ZNF383,TEX14
SARC,TCGA-FX-A2QS-01A,ZNF665,RANBP3L
SARC,TCGA-FX-A3NJ-01A,EXOC3,TAGLN
SARC,TCGA-FX-A3NK-01A,ATP8B4,LINGO1
SARC,TCGA-FX-A3NK-01A,ATRN,C20orf194
SARC,TCGA-FX-A3NK-01A,C12orf26,RP11-362K2.2
SARC,TCGA-FX-A3NK-01A,CPM,BEST3
SARC,TCGA-FX-A3NK-01A,CPM,C12orf28
SARC,TCGA-FX-A3NK-01A,CPSF6,TMTC2
SARC,TCGA-FX-A3NK-01A,DNM2,PTH2R
SARC,TCGA-FX-A3NK-01A,FRS2,DNM2
SARC,TCGA-FX-A3NK-01A,FRS2,PTPRQ
SARC,TCGA-FX-A3NK-01A,GSK3B,BEST3
SARC,TCGA-FX-A3NK-01A,MDM2,C12orf28
SARC,TCGA-FX-A3NK-01A,NOTCH3,CACNA1A
SARC,TCGA-FX-A3NK-01A,OSBPL8,CSRP2
SARC,TCGA-FX-A3NK-01A,OSBPL8,PTPRQ
SARC,TCGA-FX-A3NK-01A,OSBPL8,SYT1
SARC,TCGA-FX-A3NK-01A,PANK2,LANCL1
SARC,TCGA-FX-A3NK-01A,PPFIA2,TRHDE
SARC,TCGA-FX-A3NK-01A,PTPRS,ANGPTL4
SARC,TCGA-FX-A3NK-01A,RBM39,OCA2
SARC,TCGA-FX-A3NK-01A,SESN1,METTL1
SARC,TCGA-FX-A3NK-01A,SHC2,ZNF559
SARC,TCGA-FX-A3NK-01A,SLC44A2,PTPRQ
SARC,TCGA-FX-A3NK-01A,THOP1,NOTCH3
SARC,TCGA-FX-A3NK-01A,TP53BP1,ATP8B4
SARC,TCGA-FX-A3NK-01A,WASF1,SLC41A3
SARC,TCGA-FX-A3RE-01A,C1QTNF6,RAC2
SARC,TCGA-FX-A3RE-01A,CPM,C12orf28
SARC,TCGA-FX-A3RE-01A,MSI1,KRT78
SARC,TCGA-FX-A3RE-01A,PPP2R2A,C8orf40
SARC,TCGA-FX-A3RE-01A,SND1,IMMP2L
SARC,TCGA-FX-A3TO-01A,AGAP1,SNX1
SARC,TCGA-FX-A3TO-01A,AKAP10,CCL3
SARC,TCGA-FX-A3TO-01A,C12orf5,PTPN6
SARC,TCGA-FX-A3TO-01A,CCDC57,ATPAF2
SARC,TCGA-FX-A3TO-01A,CHD2,DYX1C1
SARC,TCGA-FX-A3TO-01A,CPM,C12orf28
SARC,TCGA-FX-A3TO-01A,CSPG4,MYO1D
SARC,TCGA-FX-A3TO-01A,DNAJC17,TRIP4
SARC,TCGA-FX-A3TO-01A,EHMT2,ATF6B
SARC,TCGA-FX-A3TO-01A,EXOC2,GCNT2
SARC,TCGA-FX-A3TO-01A,FBXL20,BTBD1
SARC,TCGA-FX-A3TO-01A,HS3ST3B1,TMEM92
SARC,TCGA-FX-A3TO-01A,IQGAP1,RASGRF1
SARC,TCGA-FX-A3TO-01A,KLHL11,10-Mar
SARC,TCGA-FX-A3TO-01A,MPRIP,OAZ2
SARC,TCGA-FX-A3TO-01A,PLAUR,WDR45
SARC,TCGA-FX-A3TO-01A,PLXDC1,ACE
SARC,TCGA-FX-A3TO-01A,POM121C,C7orf42
SARC,TCGA-FX-A3TO-01A,PYGO1,FBN1
SARC,TCGA-FX-A3TO-01A,RTN4RL2,P2RX3
